,Minus1_LFQ,Minus2_LFQ,Minus3_LFQ,Plus1_LFQ,Plus2_LFQ,Plus3_LFQ,Minus1,Minus2,Minus3,Plus1,Plus2,Plus3
sp|Q8WVJ2|NUDC2_HUMAN,10336100.442879125,15373809.427936647,12884644.682941731,10874046.279376596,10578926.248557176,11599384.023547055,10843348.052072007,12197639.130852545,13715347.857542021,11441046.61480308,11165882.961828165,12283646.488140512
sp|O14745|NHRF1_HUMAN,15798626.182934355,17141671.576866742,17685646.359288365,16305369.713616433,16430363.895292744,15677604.597744092,16227939.184558036,22157541.43583071,19973327.140692897,18474461.991857827,7708722.011543745,14497290.561259523
sp|Q7Z2K6|ERMP1_HUMAN,29657065.994999055,31749991.937487897,29807031.171985816,29972485.604044992,29582956.427110676,31940497.364389412,37191348.64810561,37050105.51855855,47120699.19986349,22291490.64462079,25054066.642162092,14002317.846707325
sp|Q9NWV4|CZIB_HUMAN,5551722.829062326,5229320.639557348,3569870.893283325,4260596.063267517,5526588.055868949,4386840.347733368,4685307.179738742,6741542.79332546,5136060.159598001,3595688.504038764,4664110.1004144745,3702230.0916573945
sp|Q9H1B7|I2BPL_HUMAN,3488055.593995012,3430481.3055937807,3853871.5462776585,2719203.126417537,3042516.3962986865,3261111.448821866,2876829.7642629985,2363047.8423680617,3881806.140620284,1924576.3276179412,2126955.1173065286,6622024.225228728
sp|O94979|SC31A_HUMAN,17105550.90879275,17499056.443266425,16127352.598282387,18455610.1893529,19967745.287611086,17581215.335633717,15656188.349337881,15526018.963751283,19571807.0512937,22002537.311577134,20066610.460726045,13913368.626253214
sp|Q8IU81|I2BP1_HUMAN,2159618.8911896944,2582682.2622609716,2281498.750944858,2237505.5542729497,2241396.9888635664,2410975.816230616,1672534.568134567,4607977.851475889,2691703.174845309,1090508.0892760137,2675900.0997075574,1175054.4803233226
sp|Q3ZCQ8|TIM50_HUMAN,20738996.411456816,17767236.869202334,17673072.06031638,20008375.988597326,20305985.724426307,29746859.993214857,13044459.156015357,37413423.5186898,29384732.103247263,26422504.412134998,4002003.6799096065,15973404.177217003
sp|Q92621|NU205_HUMAN,9480030.250661647,9005636.8801587,8752634.158239806,8587597.785326652,9561736.178074867,8987381.077864477,13436501.044912206,10880858.888871375,6067095.631693465,10034675.72512369,9631195.564696914,4324689.4750284925
sp|P05783|K1C18_HUMAN,2757691498.8409925,2441210442.331571,3174838876.362241,4261468782.6452384,3466571975.145629,2980372687.1189494,997636572.1829022,3934448358.064375,4552861438.749495,7324178476.402208,361728016.4050145,1911301400.6406257
sp|P18858|DNLI1_HUMAN,10505319.945455099,12754209.511536296,12678695.206210334,10120843.007186247,10387608.90731535,9474624.334787574,15246308.518974792,11823327.50667652,7077894.2736566495,15649779.589684067,14140791.251669746,1983199.7718291117
sp|Q86UP2|KTN1_HUMAN,142704148.87210393,143545560.317359,138069146.3372851,134941238.54941446,136984352.19275978,141176931.74105543,142722183.80785006,156880431.557183,142035674.26927906,144642390.98344782,117242151.42256175,133898545.96965604
sp|Q15907|RB11B_HUMAN,40055343.09071494,56478485.91887152,59223420.20930789,48239616.31871268,48985886.533385605,54402231.79172649,48891727.575009145,69617648.3308662,24579718.14511106,56095343.37087666,39683411.96662417,68517134.47423185
sp|P27707|DCK_HUMAN,1583733.466453975,1776118.5426326375,2187444.478700821,1602335.7358447956,1712938.6298562617,1694005.8886605892,989441.0693307184,2390059.545011683,2527818.443610971,1860932.9601258808,1058628.143053062,1729696.5810167666
sp|Q5JPH6|SYEM_HUMAN,3938222.6858586785,3941559.7834443375,3764888.4389276146,4752967.7758242,6254691.245531718,3521857.481894648,3414015.8174465215,1917698.2580142021,7696086.6986994175,3758158.8819314986,7060038.843920487,2328188.9114690726
sp|P42566|EPS15_HUMAN,2403221.177975127,1623014.985925798,,,,1464517.6920984907,2530685.6563651785,389731.70592915453,421240.7332712394,991373.7627816066,,1157721.997652236
sp|P54578|UBP14_HUMAN,21279189.902087364,18186844.61154434,19541633.03835895,19935689.67915488,21125598.853684936,21354749.69035061,21521598.06484901,12780158.43749237,24723793.45964711,30884559.482269704,18502867.3614126,13010728.96951028
sp|Q9UHQ4|BAP29_HUMAN,1871572.347292268,1829172.9488894283,1754997.4479904578,2939995.3612650963,1861883.6678189398,,1136976.7410082282,4409566.252369071,1436667.9257506523,1718363.129985808,1556047.724142432,
sp|Q9UBE0|SAE1_HUMAN,90072318.94583906,94973503.95017631,94414267.47694464,79491738.67402284,93874131.96021867,101413722.65934883,88170633.6643458,87915749.04140747,87872193.16344707,89109066.52624586,103002440.84910545,98169600.42199875
sp|Q13459|MYO9B_HUMAN,1431717.0706882852,,1061786.595936396,1046087.6107960953,1476461.0331023943,1064955.061698384,1414738.4318290134,,1433166.1820206381,993894.6806978005,1476461.153552857,762746.924121246
sp|P25786|PSA1_HUMAN,58461155.69324701,69253263.87514481,54730599.97252097,57315125.846054696,53928306.21678991,60917132.57949518,63752869.72925257,20845399.164576232,54716798.57059726,96275026.89403689,43833320.56691113,75182169.25787851
sp|Q5T1M5|FKB15_HUMAN,9208064.053524276,10616292.349660948,9894201.109790074,9593956.37905642,10947265.578734865,8010566.349598428,9224037.736562723,11153571.565678898,11414265.73664749,3308102.69678281,12816928.644016936,10353439.440676155
sp|Q9BUQ8|DDX23_HUMAN,17922525.662455868,16129998.198709708,20473290.19086127,17937243.318107683,19650186.999266136,19023838.281372424,23911940.7170041,18358878.872186605,20716115.67607818,14070756.176327193,13057860.990662763,21021530.218514238
sp|Q96PK6|RBM14_HUMAN,24321550.19710923,28569187.27320026,27300237.63735893,26530759.559718683,26980514.670189667,29147166.165182877,27644752.123062417,16069902.751786288,35741372.03732603,24166540.652073305,39490106.74755028,19736741.190961324
sp|O00499|BIN1_HUMAN,4329921.944079243,4377743.839087906,4286118.884649078,5167033.984869879,4513873.484432038,4613268.098561177,4004535.654689523,3736134.7146479106,4420689.422222683,4012933.7167960713,6855187.258785799,4258479.468537339
sp|P61978|HNRPK_HUMAN,332065588.45847297,299342328.50787157,304323965.1299914,305783788.1203787,298984233.63407224,302407347.78093493,237173176.4780851,361157423.36752605,265830690.17424408,455162541.28169453,276839685.93635994,246743734.3938121
sp|P14314|GLU2B_HUMAN,162438559.96440417,145469965.67572936,140601475.76002,144110930.2990717,127275124.02325688,140112414.1359368,138143326.0935458,158385817.78824618,153708061.50999624,141624093.20869386,122873402.57957499,145273768.678362
sp|Q8N3E9|PLCD3_HUMAN,1415283.150854837,1423112.9491659175,1994953.93742899,1353027.2619129494,1185176.7410608148,,2475952.4653568137,487911.7031673607,2006904.4158916653,1037157.84507252,508152.0400124438,855475.5709227052
sp|O75955|FLOT1_HUMAN,9312505.642497633,11045983.696880138,11631087.172526967,11733062.091907855,10503677.402476372,10002608.835439937,9396096.10197364,10253382.482129076,13364187.089140292,15406342.804284181,9847719.924892182,5961196.4393095365
sp|Q9UHX1|PUF60_HUMAN,22393755.681755584,17687299.909304548,19381831.442725398,18123823.257743645,22908559.023883265,20825288.241389796,19384018.469922274,17885923.86576471,20554249.87641239,28957832.40251438,19880541.894444376,14657991.047744112
sp|Q9UPY3|DICER_HUMAN,1406776.2178944063,1101541.7082732413,,,1115711.828479472,1178581.2516728162,1199715.082737903,972744.7589148582,418760.7159514336,362932.0890048791,591398.5617434706,1257059.7979673916
sp|Q969E2|SCAM4_HUMAN,4450677.112524748,5046624.344224844,5725164.293939822,,,5553932.740473581,4450677.81676611,5046623.567717835,5725165.199846363,,,5553931.9068326885
sp|Q12904|AIMP1_HUMAN,39252068.03283132,30878205.98986161,31233566.583177295,29878891.93056425,36757038.33688661,36004540.75042436,37435783.9085898,32375963.837564114,33876945.61943035,40507062.35844474,33202693.64503624,26605862.254680183
sp|Q9UQ35|SRRM2_HUMAN,32206487.007908028,33681818.71339938,33790734.36058204,27682156.041715562,31130890.765428036,33089150.806165256,26471613.434763435,34664157.27100326,29130699.64118301,37610564.006574765,31073919.54013199,32630283.801541846
sp|Q86W42|THOC6_HUMAN,2416006.179880452,2210154.8259089706,,2310529.0087587605,,,1806696.808732471,2262718.774140374,2139221.126091175,728053.3055841625,,
sp|Q86U44|MTA70_HUMAN,2415505.8678807467,2522943.926351669,2664622.713771816,2887147.281484531,1700073.5402661788,2876958.281633134,1383733.8308925733,1067433.7403645637,2653818.4194165496,4309450.104769969,4004736.190845957,1648079.3250984652
sp|P04264|K2C1_HUMAN,153695067.8118119,201665948.1992535,210518226.6094691,274761032.5630571,160104063.4833657,149567968.89661732,1077822.6292683033,273705798.3060923,214331182.6084729,504714516.80680126,7785119.595389094,148697867.61755067
sp|Q12797|ASPH_HUMAN,48912128.037810594,52985523.05375439,56503106.41413052,53030192.82797117,44437028.0548559,53361279.71995193,70066268.97050965,30770480.746167395,50610234.39271098,73182440.47392178,61850927.3278481,22748906.197316572
sp|P46782|RS5_HUMAN,26706646.378877208,25397908.08784833,28818983.110520557,45499092.71914213,49169499.882888526,40036558.1801379,43606153.28819859,20617702.960607737,39061350.61336024,38561091.089225546,29840130.74523416,43942259.662788354
sp|Q12874|SF3A3_HUMAN,19570349.59178721,21309842.562999327,15592729.043640878,21772351.197367202,,17958999.30879835,20699819.199305072,15300196.632292196,27963859.695819847,14318011.197003145,761842.2779451818,17160542.702227537
sp|Q00688|FKBP3_HUMAN,49987301.72706964,46302959.17397121,45638627.4989552,42357657.59821546,52086759.266023636,48481396.135201745,70995067.50830735,55752212.79952272,46829063.16556537,34010003.17445515,32475787.226295818,44792567.5252905
sp|P13639|EF2_HUMAN,559203453.8979567,551166610.3074741,581122437.6587758,554087431.764165,552830687.1643229,546330628.9103092,392573329.3823166,612297128.2611516,628248002.4358672,623652728.0990665,558049289.9764193,529920771.54818225
sp|P55327|TPD52_HUMAN,39246979.318774045,39551249.34939001,41914870.00352975,39801796.126519546,34735519.44291863,38465608.87024027,34937894.15580606,37835576.483553946,44241250.391201064,45997201.91233151,34977016.95250827,35727083.215971395
sp|Q9C0B0|UNK_HUMAN,808496.0756778567,630384.8349950952,721395.7160616495,516305.1951137932,684341.8590843056,492003.83524637396,808495.3241336354,630384.9134842921,721396.1810218787,516305.608357472,684342.1929732596,492003.2962085367
sp|Q96SI9|STRBP_HUMAN,3220638.8268312407,4436010.514520087,4119605.32225868,2460997.018269059,2948526.198667515,3893528.8452208326,3761646.220478611,2517369.277177913,3883372.645793141,3073245.988097308,2533696.2810460217,5309976.313174419
sp|P00505|AATM_HUMAN,58055623.996505395,62480366.56014629,62659100.41855681,59775098.29239817,62200561.42261782,57739328.10527129,48245930.780716635,47752603.57148597,77034022.23783857,75636264.3260314,64787786.997208014,49453470.88221522
sp|P12081|HARS1_HUMAN,53021515.2318806,53754723.15148991,54238384.396236904,57821421.874493584,53578560.39048901,59708658.70269242,56082685.72833715,48398642.12648825,76703154.5077579,50917219.54255822,32168053.942180175,67853507.89996071
sp|P36957|ODO2_HUMAN,44022693.50640967,41995343.098507,45042617.444070235,45868177.87917703,40407612.011135675,41377297.179165445,37124619.25842562,42792687.5547304,49642474.18016891,47471373.43128722,45743380.361166164,35939206.33268669
sp|Q9NR12|PDLI7_HUMAN,6609563.612455357,5100605.215563816,5111077.931574257,4440935.781836361,5936146.279530476,6386929.954559631,7103192.436787417,3460301.604165343,6054491.304176694,5543658.392174752,2021700.8457445865,9401914.192471098
sp|Q9Y2W1|TR150_HUMAN,36094042.30137467,39284952.442666404,43808185.58453768,36857034.38158607,34611447.39944697,37316854.755730145,34761929.21020767,40551042.47580952,51304955.153404705,37691377.11016089,29207156.816911843,34456056.09884729
sp|O95861|BPNT1_HUMAN,3411020.519965084,2800875.092470497,3376038.8684640517,3184261.2173085012,2879092.046582767,3521870.0826444407,5166705.461053176,3624589.2429423323,3667390.307550414,1467550.0985593873,2553109.8358024913,2693812.881527541
sp|Q8TB61|S35B2_HUMAN,4458777.823076959,3382225.1541488683,3732026.3228253755,2890399.8396618143,2713162.01862172,2938848.462645983,3040683.8317953087,2306531.703488857,3487981.091688967,6138295.715346724,3137779.226657888,2004168.0520029787
sp|Q8IV38|ANKY2_HUMAN,1600555.1355416225,3069125.345631578,,,,,507658.8141183654,973455.0836430263,3188566.583411809,,,
sp|Q9BZZ5|API5_HUMAN,23913057.944068857,24562850.612378977,23038697.71064155,24024786.913019605,23786097.934609387,24753050.265124705,38139203.67356868,26473693.12127364,35823475.912083134,17017616.520921983,12145975.811767556,14478576.340228118
sp|Q12824|SNF5_HUMAN,6513940.807849144,6671950.027985731,5709356.77774291,5262881.016885594,,,1547155.7797155876,11882174.47003528,1356055.7499421604,9372742.630770354,,
sp|P56537|IF6_HUMAN,36334751.33629503,37587954.318027355,36320342.669269465,35987228.15008972,35219197.60081557,37202610.64499436,29170882.075249694,40469171.223656744,49988512.944023624,22716911.571688477,22142397.828502633,54164209.076370336
sp|P12814|ACTN1_HUMAN,245254086.42822126,246595635.4032326,241839474.808411,233566213.2138767,234971487.4723827,263751234.83939862,270840590.1997435,226607741.8361938,215432113.29391414,238926291.46861637,240896370.4461243,273275024.92093086
sp|Q9H7D0|DOCK5_HUMAN,3232209.2474590773,,2450037.4445555625,2214963.981556539,3276699.9529934577,2294987.652132096,3497303.534075901,744524.1346569724,2955456.859467137,2067871.8933932213,2958331.0590627566,1245410.7980407458
sp|Q6P2Q9|PRP8_HUMAN,103332901.25371133,109550502.65123676,102827773.7504889,97604519.90217638,98198349.71130729,103242743.19468892,103347723.97461611,103583876.32376236,124318853.66146952,94308131.61041905,98529135.56157312,90669069.33176944
sp|P29558|RBMS1_HUMAN,2054301.0505317873,2142888.4145167335,2070519.7722703812,2281504.9674661844,2764283.033530346,2132957.0032357355,2342590.5849092053,1821304.0768985513,2398608.3701753644,1939117.1867474793,3131971.276726979,1812862.7460935907
sp|Q15019|SEPT2_HUMAN,41337685.404219806,35367969.02753382,36235444.31551904,47217818.59489828,47388127.98642802,47609393.62541533,53967942.95348412,62746206.89570847,49992498.37975903,28780076.153708514,30824529.097043514,28845185.474310614
sp|Q99816|TS101_HUMAN,2551745.2311780974,3222674.0545334844,3126067.0019113687,3371354.0152282426,3308421.00814655,3483902.5943774153,2075950.7143946998,2621782.90521578,2543189.009968943,2742740.3721928634,6246200.897420139,2834300.0061827335
sp|Q9BT78|CSN4_HUMAN,12246264.756775595,14421765.837496167,15853875.848574298,13397191.478344286,16622702.435328552,13388089.74365269,10665400.509075984,16895576.4124507,16069697.669912823,11389414.408011567,15519882.94217696,15389918.158543542
sp|Q9UNF0|PACN2_HUMAN,18345338.237442948,17867446.68363426,19974238.00167646,17547030.790608406,16078039.157637686,19127158.41811566,15944335.847273665,21341760.307101276,17088713.948578235,16669996.362392506,17688106.29213643,20206338.531633306
sp|P14866|HNRPL_HUMAN,176239616.00350434,180162802.62787604,186300971.72795478,163996922.14642376,166266068.39278072,165291392.44465163,165271918.49880612,206489053.23168164,219679751.786029,175577018.5168535,85034558.97265345,186205472.33716777
sp|O00116|ADAS_HUMAN,40761727.73640944,42401373.451220796,37582339.23014162,34197436.50057824,36543808.71131468,35984886.183776245,40017405.95620022,45157027.33237636,40419615.264677525,28294873.422337215,38721413.729215756,34861236.108633995
sp|Q9BRQ6|MIC25_HUMAN,3766345.0042602695,6082940.585945175,5020606.61236309,3315020.0912969536,5057981.5431325855,4493693.010725443,3772289.195287552,7558041.5744798165,4485501.809366896,2961682.7224263283,4518879.015181567,4440192.530981359
sp|P52292|IMA1_HUMAN,101246267.92442876,118549385.04020204,114796260.39437121,99456259.48094149,116277078.10909732,109409833.59434067,114106866.74464452,137896364.51791912,128078836.55167262,109363172.69829269,115392745.3171153,54897098.7137373
sp|Q9UKV3|ACINU_HUMAN,34854383.11112564,33455082.0043533,31083703.628189098,33900170.92182254,35548741.848371424,33378093.707781263,31156969.465811156,38309181.603194445,31560742.309414282,43201885.59841942,35001594.00301625,22989802.241787724
sp|Q9Y3Y2|CHTOP_HUMAN,3233290.1518461294,3219339.1659616227,2791816.3203350813,2565575.6420804765,2486638.767572245,2792958.3326087915,955751.8209014675,3763935.373170377,3145786.7720372165,3107424.954601391,2936521.737713826,3180197.7219800707
sp|P49756|RBM25_HUMAN,12070680.737597486,13653223.258358473,10633287.756287472,9361977.50881719,10647101.299250545,11274437.70732733,10228710.252930883,10686672.807024717,17223513.971522752,12228567.36260474,5445465.498009209,11827778.3755462
sp|Q8IXB1|DJC10_HUMAN,4129870.049396365,3637472.1547481115,4883771.15080725,4338288.31471147,4539527.406262267,5242962.7903371705,5638557.395359441,5943286.250444435,1731279.3379239407,4242895.2662706915,6737490.0375362495,2478383.578727873
