,Minus1_LFQ,Minus2_LFQ,Minus3_LFQ,Plus1_LFQ,Plus2_LFQ,Plus3_LFQ,Minus1,Minus2,Minus3,Plus1,Plus2,Plus3
sp|Q9UM22|EPDR1_HUMAN,18797171.84289907,13991828.42635693,14673871.393838443,14226373.094216323,14052313.54234554,14243400.873320166,18214295.85545872,17958878.111460228,20079038.86384735,12851028.182227254,9806331.050465863,11075387.109517073
sp|P00390|GSHR_HUMAN,77468409.5859647,77211820.03722027,77816368.61636174,76557936.53160818,69830612.06495042,73394113.56608714,90696473.63341634,93262381.01083338,84618496.88138197,99175799.25580932,39351548.32687713,45174561.29387427
sp|P21980|TGM2_HUMAN,164467773.4948093,155581898.6408413,158218445.83623183,140676222.0066337,150738454.84458035,144433143.73488262,143464662.45438927,162944262.2150413,150199171.21894526,137913892.85327363,153339058.0163477,166254891.79998177
sp|Q9Y678|COPG1_HUMAN,20743198.066434935,18652196.100120198,21664211.584412612,22435500.69125555,24669846.539593574,19967629.16849801,18724126.923925422,22825661.14982105,27024082.195059832,23518424.068734966,19092846.63602656,16947441.176747046
sp|P30084|ECHM_HUMAN,30510876.284667496,23008289.806322783,21770753.66669607,25921650.392796993,27920162.185965255,24962076.18512461,35751316.34038037,20287432.082441695,18541785.181991465,29621485.55080357,29039617.698517755,20852171.667438358
sp|Q16134|ETFD_HUMAN,2251606.565310379,2035298.907572648,3527114.773431375,,3276007.8523706035,,888917.1087197853,7528290.324801814,2056277.7972015878,,616542.8679618185,
sp|Q9UKK3|PARP4_HUMAN,7403795.391476963,8933214.87203851,6173260.146261851,6960784.159660323,8562977.076994373,8311856.865659541,7344191.032206437,8383173.533029953,1296622.0577739312,10280698.488470986,7703209.328883601,11337994.071726644
sp|P18669|PGAM1_HUMAN,226935315.5119276,202661116.79832143,236479684.41345307,195852889.49490955,225698844.5389285,223899244.27220297,125232034.32635742,248938585.541496,230341222.675226,278979298.6270262,220893920.19429144,207142033.66534594
sp|P27816|MAP4_HUMAN,86570130.16477826,108198783.05345306,105979091.25153959,89142143.83091123,94449305.25675316,87898861.6835167,85189029.21674648,100883885.32793412,110551190.86376375,88544758.37823227,95305245.94762892,91764205.5066464
sp|O60313|OPA1_HUMAN,6817329.726516932,6312400.21749613,5479316.229355424,5814672.065112539,6506743.58403993,5777690.844071398,7458362.974105647,5003639.620412625,6446700.198151998,3960920.762530826,9360757.540805105,4477771.570586148
sp|Q9UMS4|PRP19_HUMAN,39794128.66849776,35001676.08666193,36113452.46647021,32145983.697312392,36920151.195464596,30332181.176479015,47055529.80469257,27699987.61881654,40229830.55497806,37469273.738148995,30694506.30936433,27158445.264885426
sp|P49589|SYCC_HUMAN,26651520.204369247,28266621.869762935,29710975.98579336,26525975.986764625,25639123.970856264,27211477.444085248,30746003.930553272,28755817.708542813,35693544.634901345,17766555.794110008,17947381.876931094,33096391.51659317
sp|Q63ZY3|KANK2_HUMAN,1997116.5058115064,1971122.9289552392,2021075.7735802955,1575781.9335524056,1887313.0472873682,1756420.2423770565,3026808.7713354505,1991719.364087094,3159526.235027231,790367.3306428598,1160444.9576598995,1079963.7728113343
sp|P40227|TCPZ_HUMAN,139459871.32198915,127551729.94798914,136874535.2209563,118926135.4156174,126152333.16010451,138655575.7136843,138398923.70938167,138237204.05656996,139955221.7006596,132207643.47350124,151700172.51959288,87121015.32063547
sp|O15269|SPTC1_HUMAN,12935027.085306143,14674344.04427293,12462132.73452282,13694987.998379502,10857964.415252917,14166031.754951766,10812507.622015953,20047353.08981953,10897064.432427483,13130825.228605088,5863871.596450332,18038866.0633677
sp|O75150|BRE1B_HUMAN,36701297.12506088,38960591.01735375,35459026.60957319,32761501.296301004,36843611.00551872,33597238.29287847,8588342.352162655,48522971.042442635,46304516.210334115,36950505.18969801,35439574.22764614,38517356.324402474
sp|Q9H061|T126A_HUMAN,2966203.079774737,3132233.2813977227,3175085.621078128,,4155240.1350101675,3085478.695324975,6155617.076760673,2484740.739835199,2518735.188782145,,2907496.9197117123,2447650.8874960025
sp|Q14764|MVP_HUMAN,102946659.72791429,101219409.03096749,99856117.03482264,107044164.72382647,104781063.16514532,101047277.41038164,100622075.2308182,82878758.8133786,88779656.47365083,116949479.67559004,109424052.19519353,118240668.70442656
sp|Q5VZ89|DEN4C_HUMAN,6639761.556779001,6460032.857772067,6910582.796832722,5603531.021908177,6401568.5402808525,6615011.508678601,5035543.710223456,6442399.840284367,9580563.55675627,5707271.638688864,6811103.201893495,5053606.33440497
sp|Q8WXI9|P66B_HUMAN,4533053.580868417,6981040.557921245,4787902.057733452,2814218.303890765,3361712.105152587,3291897.6845112536,5905034.046023438,1885953.6568285504,5669020.771814027,3524666.645327735,5391894.573814968,3393254.5962689985
sp|Q9BW60|ELOV1_HUMAN,6500637.600374078,5770882.431553834,4390963.372623237,5237750.093745895,5242273.284743709,4580305.457119826,6553599.1607239945,1244343.7095261044,5827311.21059478,6643567.135247439,6394148.633258065,5059842.390810197
sp|O00425|IF2B3_HUMAN,8051487.117022732,8842291.122204289,9181374.74747492,9075388.058980916,8315045.696373776,10269265.319835452,9339538.714255206,12695079.512394663,13230591.776410133,6937604.256879825,7254715.691602089,4277322.110350182
sp|P46940|IQGA1_HUMAN,310665495.93683493,300357735.38592184,308318038.7662881,285076719.4313234,308251032.8888537,312252471.1767878,356116792.3092598,319424989.7326176,311258083.14789987,281272165.11710393,255425719.15813088,301423744.1209978
sp|Q8TB22|SPT20_HUMAN,678375.5152611481,710719.615696161,838264.480595929,717789.9322669196,729912.4515880074,888081.083852713,544637.1979034108,570605.6841909701,787996.5749876278,674746.5191424212,1272156.5646582711,713000.5383781773
sp|Q08379|GOGA2_HUMAN,5376141.118063162,4997961.061140969,5175731.477689336,5343117.821084914,5605999.4851472555,5756553.465928544,4363333.071541342,4564148.462435915,6010101.546553047,6014274.941809457,5311187.3328706445,5992459.073843775
sp|Q14008|CKAP5_HUMAN,33968632.7084938,31388799.262304578,29546164.909082893,30592577.508445166,31934506.161339365,29862046.140815932,33443944.28154651,31027000.893929612,28085539.55693053,32223616.189847127,35310517.476712,27202108.29151595
sp|P28331|NDUS1_HUMAN,26142956.825835567,28920074.298185617,28019488.968073588,33811321.710345455,27581848.60801799,25320778.018273395,24632193.25422757,22439430.85449162,25967368.685690474,41018397.29466683,36691754.96838494,19047323.371270176
sp|Q8TDW0|LRC8C_HUMAN,621956.4151027994,,641790.7020972122,,416167.0437239524,,621956.9861408462,,641790.3556874333,,416166.8190956847,
sp|Q9UJX2|CDC23_HUMAN,2310522.6135979355,1560925.0703185594,2132410.6731282473,2243810.264566139,2149251.4864948583,,2054089.4022709574,3019844.518381047,2193317.1373721533,807252.291987249,2322416.7580943345,
sp|Q68CZ2|TENS3_HUMAN,32461338.339742884,30762831.06132002,33027114.59645416,30048484.64095722,30844971.475166813,32857447.261211373,33345588.893910404,27776650.969551783,27407191.019430798,37233399.873603895,32878769.799382795,31360586.818972785
sp|P26640|SYVC_HUMAN,21732661.445502535,23632655.859515987,23596458.789649542,22046613.0921821,23039090.125563767,21579478.765303403,25441549.125584885,26359478.91301797,27077194.238694243,22462171.73188664,15968751.507099435,18317812.56143414
sp|Q9ULG6|CCPG1_HUMAN,1425364.2015028025,,,,1493980.0440758823,,1425364.2015028025,,,,1493980.044075882,
sp|Q9HD42|CHM1A_HUMAN,,,,,,,2802441.949137783,10076074.414601658,,,,
sp|P57772|SELB_HUMAN,1363008.7212686553,1887873.4160183228,1679205.104705749,1570497.8135470622,1497485.1488461194,1443333.6104962267,1559816.737294842,2606438.78552843,1268395.1475119495,1750790.909510409,1671183.165253267,584779.0697832393
sp|P31948|STIP1_HUMAN,311640804.7531069,315256219.41892105,310503501.47835267,319318777.4497819,289660495.4854857,323719146.28336805,325846706.6934726,286530084.53423226,363563623.14259255,339825278.0089138,278983124.78038484,275350127.7094202
sp|O75330|HMMR_HUMAN,2446235.5560059696,,,2581839.3531099297,,,2263222.724405824,,,1868272.658102711,896579.5266073644,
sp|Q63HN8|RN213_HUMAN,51904191.18445801,45472069.366471365,47694143.38295462,45838978.60250804,48913348.741124,50982044.182692744,54049607.413814455,60508321.706488565,52151896.07713943,51423594.90297474,33679088.71852691,38992266.64126471
sp|P55060|XPO2_HUMAN,88303504.30034564,88449460.69066378,94695992.4983086,87605081.72532156,92075016.08509405,82083289.14736271,91770834.57873657,98924351.18881723,98273709.11188024,99218855.56083961,81318525.0502241,63706068.95659859
sp|P26038|MOES_HUMAN,212796359.1398503,174988890.38930917,194254927.77418426,210323819.05963936,216604050.58229128,208959371.79625967,192403614.3591881,154792481.69100896,142242092.5445922,177556881.50397962,241479913.49635684,309452435.14640814
sp|P23368|MAOM_HUMAN,8716094.36768219,,8195162.8889785865,6234695.81727609,6529903.396673838,9945054.425966147,9304122.617059436,,1975317.6239993712,11708881.26946783,9485149.320022227,7147440.066027981
sp|Q9NSD9|SYFB_HUMAN,21052078.974180378,20115926.41048399,23043076.1234853,23088105.921158534,21414103.330154326,24098039.425521985,26244775.39858762,26321460.73128044,18510300.79635003,20744113.687543996,24788710.541223772,16201969.02999869
sp|P19338|NUCL_HUMAN,597182224.871293,529322691.922404,559843405.9382159,626450599.4952718,640166779.8335612,593378291.0457425,458065240.9623684,502272837.84281707,585337228.5652511,599635151.3823148,700923892.6541071,700109641.6996294
sp|Q9Y2B0|CNPY2_HUMAN,17052903.616264272,20040486.625338946,21885821.806266356,17685191.777324263,18025672.969111294,21002209.201259997,17893129.177341197,20368047.489449903,20560356.98404491,19066408.004773363,20737024.947191656,17067319.392764084
sp|P50914|RL14_HUMAN,79302978.24523836,62120813.765000604,68418262.533859,81701414.2365013,80196547.63700253,68099023.92508002,61935472.64539093,71375438.57329296,65404435.7736114,156305040.15854722,79545153.07192537,5273500.1199140055
sp|O43175|SERA_HUMAN,25316222.221173063,26587833.241761137,22834625.750232477,28012175.558453184,26787473.80516467,28295307.692321453,26829358.692168713,24331984.905516103,22758199.97361877,28785882.001788825,28874518.59005718,26253694.10595642
sp|Q86TG7|PEG10_HUMAN,3926756.146934763,4533383.529262912,5182234.386122745,3293778.0610649427,2630828.4683659556,3535108.899616066,4408394.863349805,4784649.328022316,5325116.269094471,3163714.2269961024,1964516.707195154,3455698.096709536
sp|P25325|THTM_HUMAN,21783454.717298497,21830121.562965494,22353364.456820287,22766398.900514487,32469417.370700933,26012317.64811281,24090592.093693573,10472150.238321135,17946932.12036321,24940342.82665864,39202690.60077075,30562366.77660522
sp|O95182|NDUA7_HUMAN,2582261.337361387,4625191.465476687,3906379.1009313874,3243220.323420183,3996156.141689485,3796435.724173483,4291135.393138157,1873594.8643247203,3620571.1136296545,6055977.14779783,2491768.1780193867,3816597.396142863
sp|Q15154|PCM1_HUMAN,8534689.045399375,7728426.662604027,8447130.711012742,6242069.698070523,6839266.32501917,7642025.671944452,11124837.565870803,5284200.645872264,6711107.661555537,4659792.501435033,7006194.396307376,10647475.34300927
sp|Q9UJF2|NGAP_HUMAN,540519.4245359027,872422.891414752,842550.8119324994,545481.0116794549,529495.3047355795,,869297.5276362302,438808.47431287554,1120622.1648821111,461501.3099817129,440239.967485259,
sp|Q03252|LMNB2_HUMAN,39970131.38852956,49529480.921099745,47734466.85639121,42286581.247592166,41461650.13182737,46076321.607489005,35105692.77733046,57706161.49377934,42195590.75869544,46212772.459544644,37045911.49944742,48792503.16413171
sp|O00186|STXB3_HUMAN,4611821.641066214,4615596.462351879,5844179.496726114,,3924425.22853787,5032796.135876337,3950315.3779603066,4320937.819196052,4778407.180109163,,2818200.540361954,8160958.046930939
sp|Q16531|DDB1_HUMAN,59460906.1388557,58550655.27600144,62952571.10181676,58157509.3115159,58756930.44630728,62941047.26714953,63307116.74450284,66633310.86810668,81413904.17427273,48757587.363181144,43704867.519668125,57002832.87191512
sp|Q8N0U8|VKORL_HUMAN,5949209.207005923,5646931.411879075,6807076.536795153,,7331003.820299594,,6439104.726909281,4873754.255296731,6671330.093487976,,7750031.90028576,
sp|P36776|LONM_HUMAN,28939513.58881203,23581522.85909827,27294532.855635855,27089116.61971996,27889033.676217336,22285280.677825786,35267707.7608432,22794248.48714491,25718168.027989663,20050562.645373553,30087847.81526697,23160465.54069093
sp|O43776|SYNC_HUMAN,37533741.61009016,32804602.507593326,32290285.429280274,34949195.55123566,34590218.10855619,36426183.7718033,50220592.36236093,36171355.21421692,22023420.429056995,32991014.574592143,33763222.39053909,33424622.007792868
sp|Q9UK41|VPS28_HUMAN,6686968.984755096,9229652.699585948,10475377.95339962,7200481.183550688,7823143.96869291,7731844.500352051,7765569.729690234,6719027.59737158,12334099.44830379,3259979.4407258313,11200507.982758598,7868285.091486282
sp|Q9Y3C1|NOP16_HUMAN,3343472.6630669776,3719417.27890143,3515395.501824396,3496424.114120597,3086332.404954098,3332050.8959021405,2705843.9797433405,4907738.404862881,4461237.588982745,2824429.9519517072,1416131.2724878734,4177711.6607410917
sp|Q9Y4W2|LAS1L_HUMAN,5325159.956971699,4861986.680923244,4982387.41735704,4175349.6284754304,4614694.036660999,4556778.468898365,4887360.325440994,6015074.723247049,6433681.439915658,3156355.0067100436,5267904.064541329,2755980.629431704
sp|P16615|AT2A2_HUMAN,104697368.9941055,101936433.67800087,114720042.17474928,100904950.44571672,103720452.83017229,102309723.22621872,136322223.2441664,118602174.9190567,114878524.07734364,90354722.97671703,97907316.22261743,70224009.90906231
sp|Q9Y383|LC7L2_HUMAN,21755615.137923595,21807377.460697368,23628755.762551855,21221339.508973405,23285112.852841206,21224056.440393005,27676408.44992411,24021107.554147556,16532680.205193501,30784963.576999396,17332585.65619313,16574511.720922738
sp|P98179|RBM3_HUMAN,10133138.93108162,10086524.960173905,11558283.438568888,7305428.51905148,9406335.035282863,12579518.017431108,13242352.038995039,9243342.829347454,10592069.555353912,7843532.355808047,8620013.099248989,11527919.022836428
sp|Q9H223|EHD4_HUMAN,1601289.2395416445,1685000.8427535647,1666949.0503747528,1462029.4499606872,1036418.2880211029,1460749.304262838,1681390.4231867814,2436414.8288628943,1879407.1558168973,1486382.0912137125,593022.3922720948,835819.28356221
sp|Q9Y6I3|EPN1_HUMAN,2555824.3780989014,1882413.0025217636,2838652.273033293,1930650.3406951502,,2233074.2770864437,3670116.3593358034,2280459.438418106,2225573.0611161264,1513678.0682390106,,1750787.3443265057
sp|P54819|KAD2_HUMAN,46450526.775627024,50954758.286588244,47795343.57445797,48000947.07798328,44866582.739032485,43721615.33399216,48853938.75227368,52174698.12708292,45010593.40122681,43764407.67464931,50385916.3653113,41600219.46713713
sp|Q86XP3|DDX42_HUMAN,21157470.13551567,22472946.165057294,18955565.04759915,21685078.34376055,23114230.728125233,23014856.29523035,20864136.209501263,25505241.42549848,20251992.991934806,27964384.40385525,21669836.42657796,14144555.257920519
sp|Q8NBL1|PGLT1_HUMAN,1145379.919373803,1976504.975049325,1861521.1553882565,1234567.2329955252,1384687.5907333503,,1554190.3470446172,1617413.4794876177,1523321.765593754,1010272.409885599,1133118.988458763,764343.8830699101
sp|Q53GS9|UBP39_HUMAN,4658852.684466076,2338495.785685345,2684414.1458216994,3288998.6266091336,3529802.4740562323,3364982.9607244087,3745594.027203451,1380298.335229766,3381269.339222405,3888345.007067973,5157288.572727483,2312751.3959118216
sp|P00491|PNPH_HUMAN,37356773.60763044,31994914.19379572,35427881.92335589,34171586.89419961,35583493.35871419,42461521.42658309,38589703.546328135,31862981.123341415,21377507.10337556,36275840.05940847,34104532.39270189,54785607.17912347
sp|Q9H9B4|SFXN1_HUMAN,26102031.541197445,30015957.23062271,37215478.33727844,33902799.301600255,30223089.68091426,30229452.948546067,23336228.96344499,27570656.648642585,48276880.28761047,36415304.22620392,21224627.030918628,30865111.88333861
sp|Q96HC4|PDLI5_HUMAN,27205529.69524515,23292078.294077706,25323037.094348755,28010099.271996994,26710045.09574954,22875336.484658286,28654143.37303621,30393809.804392688,19686096.260373987,29146025.452083863,30301742.123429187,15234308.922760509
sp|P78316|NOP14_HUMAN,5367481.081755493,4709612.946177192,4849626.474590393,5630248.111540354,4039222.24049312,5368107.995130339,10112885.363257684,4161914.9735172563,10111641.389702547,1168049.8788732728,3419198.9483974613,990608.295938666
sp|Q96B97|SH3K1_HUMAN,10111180.7401441,12806433.602837794,11515901.029406443,9946506.573826725,9745805.80848078,10820711.873712607,7074117.161548922,13013862.309433876,10360742.163546465,12175756.924143303,16794341.095184274,5527719.974551609
sp|O60502|OGA_HUMAN,2549918.483857155,2550723.274287054,2411596.830596639,2265723.517809186,2163673.22106,2378060.4256490176,4073309.239345914,773441.0968071237,3728680.0216487483,3660898.505851551,656079.6476204724,1427287.2419852437
sp|Q9Y2H0|DLGP4_HUMAN,3710422.294232402,4549979.564022215,3710129.606187225,3431215.890035379,,,5116536.382892277,4319436.274908729,3424006.829271044,2541767.8674051687,,
sp|O00233|PSMD9_HUMAN,9579427.580865236,10703816.403591854,10094059.414066723,11251899.217223577,12011891.096740086,12027634.99713087,14330732.50753358,13207634.24308269,7975182.44243745,16190970.102525406,3885602.5110547342,10078606.902984489
sp|O75884|RBBP9_HUMAN,4090571.6351125403,2998123.6165533117,1872434.8700767646,2071106.6847479437,3890008.1706554946,3244205.966600872,2884341.513290896,2114036.0106905075,5605430.011094346,4739813.2229120275,1539178.6824220335,1283651.5033371167
sp|Q8TEX9|IPO4_HUMAN,18035838.6293375,14279718.06811653,15538319.429215517,16406214.218147501,19104060.1734644,14791615.352341687,11512190.844541598,13490961.14375906,25000230.90199121,25296184.472943973,9204404.05806616,13651794.449321115
sp|Q5JTH9|RRP12_HUMAN,16848183.58240402,18613135.97511414,19201572.43523574,16978217.595273145,18108218.124849673,13513461.916803936,18148096.959849812,22209165.790913235,13934753.838247698,19113849.511043638,24626841.704087805,5230081.825538467
sp|Q9Y5K6|CD2AP_HUMAN,13958169.845168686,13534658.185455909,11619176.74829704,10424805.511665493,9347015.812812062,13094296.788721105,14522615.750974935,16686862.084722895,19196065.461829275,6023770.940342886,8855075.711493816,6693732.9427564945
sp|Q9BWU0|NADAP_HUMAN,3227306.4220782323,3076981.327768547,2885806.2389181196,3217692.1030031973,3205141.3866901738,3385616.4862757665,2102704.9402424935,4967343.813884301,3525906.9850973394,2585490.391306778,2829192.766210269,2987905.067992859
sp|P24592|IBP6_HUMAN,706381.4549639137,,574967.6212679707,597341.7347568091,721111.0771887559,773926.4181247188,706382.0151425931,,574966.8001768586,597342.0204499491,721110.9713990933,773926.499133674
sp|Q9Y3E5|PTH2_HUMAN,31569712.398570985,30607634.21147982,32029956.233261984,34882444.03139212,29577702.56176234,28542252.420556683,31509435.81551116,31281972.282320127,32826307.404685564,30461693.984350286,30897895.183898896,30232397.18625794
sp|Q96SB3|NEB2_HUMAN,3489915.8929856415,4675539.662036249,3645453.5890485006,4480167.705598275,3813552.3796655205,3821539.527486028,4086375.44749323,5966632.872605398,4987125.369524575,1561361.424511296,2496684.410933153,4827989.231752567
sp|O14964|HGS_HUMAN,13057523.172848698,16779660.333046343,19337533.797593854,14516873.91096414,15069737.269701857,15196133.732047806,18048449.310751304,14449299.656278275,22133789.742181983,9596864.41731205,20176676.11852483,9552382.97115427
sp|Q00341|VIGLN_HUMAN,65677314.95189377,74377082.06159702,71390947.39305283,67564820.32158938,72352676.47181855,71566450.78436875,68564985.06265512,75975899.88466556,71986648.44472706,71346877.45743611,71925982.94921389,63128898.18562261
sp|Q9Y5Z4|HEBP2_HUMAN,9559823.73737718,13669042.990309823,12947008.555039661,10310842.194962302,11120316.713950077,11449065.20746176,9820826.983123178,13349323.111584203,12160551.074019212,9762865.464325117,11067210.8172451,12895321.948804004
sp|Q9GZR2|REXO4_HUMAN,919426.6580923164,,759165.3593030162,906725.5825909097,854180.3745483835,870595.6238151725,1408738.362419286,,606559.1961001233,1174881.163651291,424324.1894878199,695590.6866912786
sp|P50613|CDK7_HUMAN,1303518.6198805051,1404320.3920420893,1181272.3079486866,1078106.8542823342,1141202.652951914,1107814.4585618956,1745909.2318102664,1190702.8022889013,999447.076733742,1377334.8986613837,965544.9174185867,937296.3587545445
sp|Q96RF0|SNX18_HUMAN,642634.660284829,468954.062010726,605079.6489337117,573954.4806809537,493935.9378523054,620894.4335508951,642634.190999315,468953.53018879343,605079.9438058512,573954.6978363822,493936.1934085296,620894.6670745492
sp|P63010|AP2B1_HUMAN,58362794.30031642,67537463.36120763,61064195.901441775,54108673.40845257,61849586.825988844,57658985.284593135,53388572.465128906,77004609.18922374,84332772.27735238,54512426.28042327,49923019.993695006,41420298.87617713
sp|P07900|HS90A_HUMAN,1304396481.192246,1054075725.8848574,1077469292.9351654,1204785885.207103,1287055524.1929379,1337007678.9340632,1073520262.314955,1053253536.6009445,1503573749.6710815,1281998209.9329717,797805225.820776,1554639604.0056434
sp|O75306|NDUS2_HUMAN,9419138.221709989,10416435.243470952,9196401.808380364,6729697.295071863,8014939.869574243,8373128.198751469,10199927.480401615,1857760.2205727228,13444598.766639963,5365738.996632485,8907307.645894803,12374407.526817292
sp|Q9Y606|PUS1_HUMAN,4443101.472167586,3075228.4470714796,5594428.320249507,3714744.521598209,3789180.096967462,3745581.683145404,2615212.5377075793,3757487.028066545,6555575.642827202,3540145.3266123855,2230314.1630700673,5663529.842915868
sp|Q9Y5A9|YTHD2_HUMAN,8543301.760409854,9700052.650390083,8822738.280835044,7583679.810562599,7854485.73208819,7623616.614289065,11397383.644818528,5358467.276278903,7667123.953385686,8646995.788237823,9122190.737496607,7935713.448357284
sp|O75190|DNJB6_HUMAN,5809336.773218237,5509945.185795428,6552947.381444784,5060298.995675385,,4686895.9906528415,6474246.920262489,4663662.194347969,5546460.921580223,5678206.73161797,,5256847.55897802
sp|P49792|RBP2_HUMAN,39122801.498694055,35973523.793135725,39122371.758991405,38603003.74482721,35857625.91005916,38934444.14704818,36300046.75676898,48956821.55737525,42585283.37212239,35543965.98858503,28588744.25429356,35638908.92361052
sp|Q06265|EXOS9_HUMAN,3918771.2077966128,4330040.109247287,3951969.1547048287,4058300.350803623,,4121595.2269328944,5353547.684961595,2653373.9341087206,4123688.939057424,6602237.6833202,,1647827.8080373015
sp|Q92841|DDX17_HUMAN,328416515.1673883,340975718.87465274,333778976.42734826,323710023.98269486,306115265.55163944,341639412.85001326,315453839.27981263,308558069.50044346,398346152.0650113,311720894.6546059,302167659.28847754,338389298.0653863
sp|P50213|IDH3A_HUMAN,39096922.14582846,48977242.41048692,44300383.892517105,38995422.95522726,39051401.36793567,46001929.312600225,31804607.4045778,28599858.29352068,62026100.06800792,30253516.372771267,38224284.67420424,65514935.271513805
sp|Q96K17|BT3L4_HUMAN,23421451.71638142,24107012.807918224,25124018.416629255,26931196.633070532,26896155.328615557,26727786.65162026,31886529.225041926,22534690.238291755,23485342.886854846,25174647.665582813,25141900.638407525,24984510.90005638
sp|P20290|BTF3_HUMAN,53768697.27247022,56762027.728512906,53480025.53347289,67939696.15451722,72868540.78241198,66484608.59455414,58428247.97739741,60858666.361689046,59350564.64511832,48971803.95595911,71108504.27178764,72585808.85398783
sp|P78406|RAE1L_HUMAN,9076093.411766274,11573036.437763143,10468415.404373718,10271838.947056595,10493148.651217721,9814479.130405147,19383245.97724562,14418997.439206526,8390860.43965004,5697900.197771482,7156874.480973874,6649133.447735066
sp|O14908|GIPC1_HUMAN,4990209.936350637,6235180.835036208,6457135.0936692385,7320650.152004882,8074552.100865142,5543986.54645928,6375392.03549956,8483559.581337094,9581937.797230592,6445673.234015678,6102257.5106182005,1632894.5056842647
sp|Q9NR30|DDX21_HUMAN,112207763.09820294,109894048.06803128,105636974.98547883,105713491.38677941,107704001.75049473,110202388.73452918,114349462.87039705,88420141.27079087,127669540.26516818,102270309.04432148,108485917.69257134,110163296.8802675
sp|P07384|CAN1_HUMAN,35237420.895933725,39900837.02130893,39562611.27537926,43819338.35375612,42101243.64091523,34385109.864772506,37805516.48920132,47816268.95865996,40423621.049704544,26660715.08529135,49058239.21249473,33242200.256713856
sp|P17980|PRS6A_HUMAN,60008417.57044286,55523213.73292046,54554329.38506078,66118565.623428084,60806420.64747456,55790798.964383356,59027710.338351734,57164380.376995295,61763548.69846266,59992677.11772219,57472757.56301296,57380671.82916525
sp|Q5T4S7|UBR4_HUMAN,27011971.441827737,26782158.733853657,22958663.718844887,23768330.031902064,22797038.651908137,21854270.348439887,23808920.678986754,29619950.08730237,27251894.194209307,15730185.631524328,26199287.137553822,22562195.19719978
sp|Q9Y5V3|MAGD1_HUMAN,2009619.2854022009,2222154.404830787,2470375.4827501406,2193556.013452819,1787299.5113144873,2233969.295314214,3048421.527996201,2819502.351986224,2001765.787967101,2107693.9449464204,1583558.4579873194,1356031.9221813807
sp|Q9BYC8|RM32_HUMAN,1314845.9714457716,1251203.0036700142,1477940.873075879,,,,1399505.4178797859,1346356.1805353537,1298128.2497765252,,,
sp|Q9UGP8|SEC63_HUMAN,2020088.3157161737,,,,,2987323.076216419,1660552.9033617198,,598963.4289544692,,292255.88339950895,2455639.1762168948
sp|Q8WW59|SPRY4_HUMAN,1441438.7038087414,1210210.273822134,1514433.7946466382,1118007.0143822152,1237338.066220412,1255437.8903320078,3635256.2047462948,847098.3288100277,1060041.353221674,782558.8223890428,573155.0653824048,878755.9686627033
sp|Q9Y4P3|TBL2_HUMAN,9852224.750053877,7883197.32184214,8365283.367145854,8164725.004096837,8534662.618644876,7147276.819292507,22076742.70598308,5309938.123796897,4265806.779993694,6549658.447733057,9029249.199385012,2715974.6241843663
sp|Q9BRP4|PAAF1_HUMAN,1149919.6645077942,968643.4859090225,1245250.1235490455,989544.2500778548,1282802.5410998396,1078129.7972009296,1409195.7777929897,379586.85370183754,1588692.715833844,836436.8425942917,1589061.6632981566,911316.0091233655
sp|O00204|ST2B1_HUMAN,1600884.6130443113,1262997.5895424057,1573689.9201727519,2593039.152735638,1340546.1179223026,2193835.971287144,1600885.525266297,1262996.296438768,1573691.0528376237,2593036.4978862633,1340547.5245844407,2193836.4676911603
sp|P47914|RL29_HUMAN,28511846.262312416,37731805.0746603,34267713.1765937,26017712.117607743,23757876.884391237,31671037.7638103,28511869.27070889,37731811.822876826,34267723.87602769,26017724.119603466,23757821.741868015,31671040.448290788
sp|Q5TCX8|M3K21_HUMAN,331070.3728379778,,372454.62707657885,,,,331070.3728379778,,372454.62707657885,,,
sp|P30049|ATPD_HUMAN,23023569.362158958,21670286.62730248,22388904.45200484,18215485.431278728,19138134.69662735,18453933.623147305,23023543.775406223,21670294.966823414,22388922.6553729,18215465.18788752,19138142.7762556,18453944.830774013
sp|P46013|KI67_HUMAN,26018537.033093717,24763814.83632055,26373014.645028364,23488176.569900252,23308186.628375135,23214804.94702094,29610119.514029086,23496920.779073816,27081697.987712882,14385962.283826478,25987688.083312225,26604146.011784486
sp|Q9C0C9|UBE2O_HUMAN,3835150.8941577496,4919654.248264109,4599301.7986827055,4391616.119680516,3841993.389148106,4645182.799774868,4966957.730625372,8667290.46051977,3613972.196460193,2982119.151286492,2908847.4371201647,3093712.27369606
sp|Q99426|TBCB_HUMAN,100072456.03864893,84773585.17406203,87565870.26471984,97511160.24250332,105461215.70084833,95261516.59618491,107265095.34703912,88162391.63066018,81461664.48120768,104646813.87864803,81315057.67807728,107794781.00133497
sp|Q9GZR7|DDX24_HUMAN,19381580.49114625,21738612.936627794,21263671.535058457,17817530.72287269,19743978.289953284,20487859.44728341,21645454.945126694,19322832.91242228,19713468.94817748,20648127.991232447,21553891.216211893,17549457.409771107
sp|P20020|AT2B1_HUMAN,34527572.27173553,36456917.26274376,37038908.894083604,33066219.081055623,32673324.74029929,35290948.21588877,30873610.28333076,49400791.16019396,40833996.91040931,31384084.59366674,26654020.236750357,29907387.28145549
